-2425,-2937,-6113
3656,6293,1107
-1440,-5471,-4612
-900,-6148,5002
-185,5817,-3917
-7022,-939,3102
-894,-6636,1803
5611,-1560,-5493
-5289,2555,-4487
4824,-2834,5091
34,4120,-6614
3866,-6438,1287
-16978,37976,6363
-634,-7190,250
5370,-1944,-4757
6252,565,3968
-1609,99,7583
-6594,-4005,1055
-1796,1409,7461
4328,-628,5871
-4984,-4421,3253
-4465,5147,2159
-2651,7314,-6473
6419,-276,2976
134,1133,6675
2637,-994,6573
-4539,3213,-4418
2632,-2038,-6665
5892,-4410,-1139
-1411,2393,-6734
-3075,5855,-2749
2106,-1341,6841
415,6744,-2729
-7055,1153,1358
6,-3185,-9824
-11948,-36845,-9095
4518,38094,9753
11349,36858,9209
1650,38272,10041
4561,1294,5519
-3004,-6239,2270
2364,6856,712
-49,-9973,2296
83,9666,-3476
-5345,4496,3373
-2309,5919,-4464
-348,-1667,7287
6693,1399,-2048
5936,3795,-1494
6359,-2419,4128
823,4847,-5255
-8033,-3578,-2909
-7260,-1401,534
1531,338,7297
4841,864,6030
3004,-4253,5880
6616,2529,1007
-2754,394,-6460
-3822,-25,-6212
1263,1328,-7156
2054,1487,-6778
8154,-6791,1077
-771,3989,-6712
2960,-1412,-7147
1454,-5064,5844
-2685,-7610,-444
3988,-2163,-5452
3984,-956,5770
-3138,7096,1163
3766,1799,5985
1141,-6504,4310
-3878,1479,-6321
992,626,7385
2187,2368,7135
-4711,-291,5515
-683,6204,-3982
-2662,-141,6978
-7383,1352,-2490
2067,320,7283
1832,-4310,-5940
-2801,4437,-5359
-79,134,7389
-3503,-1874,6088
6735,-2215,1518
-48,-1012,-7427
-3901,-4657,-5778
12187,1931,-10021
-5690,-1349,3889
-1407,2128,14509
-465,4477,5787
-808,1144,-7446
6882,1226,966
3185,-6253,463
5299,1288,-8397
-1816,-114,9847
-7302,-362,-6904
1645,2268,-6621
-1802,-7391,-1477
4881,-5252,870
2417,40202,3173
-5389,-10250,-3955
6366,-3894,9367
3820,-3176,-5139
422,1559,-7097
-88,6443,-4424
299,4152,-6636
-3002,-5710,3666
2419,-5774,3174
-5660,-299,4152
1404,-2046,7418
2776,1017,-7341
-1275,40368,10338
5672,3532,2189
-6271,-1090,2891
-2371,6126,-2561
6285,1963,-2639
894,7151,-1823
-4135,249,6798
26,3558,6560
-6387,-2184,2483
-6165,-1067,-3537
-4916,-1690,-4971
-4065,658,5490
6602,3484,1506
-5025,-4431,-4307
-476,-3930,7059
-1454,3031,-6393
-4698,-598,4950
-1438,-4401,-6262
-3582,-822,-6534
3146,-3120,-6403
-3540,-4499,3956
1757,-6460,3471
-3826,1119,-6420
-968,-7895,2221
-1075,-5017,-5174
342,-2117,-6945
-5456,2621,-4224
-1940,-5779,-3678
-281,-5816,-4053
4123,1759,6325
5817,-3631,-1598
6787,-3520,845
4392,-4178,-3642
-5426,-880,-5563
6013,1594,-4791
-3134,1701,6879
-2431,-6859,2743
-1299,2327,9243
1260,-8089,529
1524,4220,-6392
3044,2444,-5967
-3911,1078,-6020
-106,3512,6633
5307,-1426,5779
3959,3738,4914
-4672,-2843,-4816
2493,6512,-1190
6679,707,4529
-4948,-1359,5397
5440,-4762,-3344
-4632,5133,-2413
-3865,-2165,6447
6716,914,-3886
-6266,3241,2441
-2477,-5768,3013
548,-7181,-2055
1406,7324,39
2248,3293,-5949
4757,-793,-6145
-3650,-487,-6959
795,-4931,-5768
-3859,-5658,4574
4227,-3405,-5433
6241,-83,4104
5097,4913,-1133
1133,-7306,252
-6764,-1269,-2915
2866,5531,4736
-5536,3355,4439
-7592,-2943,-376
-7000,2803,-419
249,-5393,5296
2194,1037,-7115
-6586,4034,4215
-5852,620,5114
-4113,164,6569
-3097,6028,3005
-1057,6762,3257
-617,-9724,-7376
830,5034,-5223
1441,2211,7000
294,6912,-2814
1447,3987,6132
-7726,2038,-172
-6571,894,440
-2533,5357,3858
3628,-112,-6596
-3300,-1429,6751
-6677,-2985,3445
-2192,-7645,78
-2061,-2600,6240
-4470,-3352,-4327
3821,2758,6512
-5694,2247,-4774
-663,-8191,-3264
17139,-38756,-15937
-6891,-123195,-694
5382,1495,5815
-4834,5054,-3478
6925,2360,2824
2896,5254,-3738
2150,-6327,3233
6942,215,-3647
4283,-6019,-4595
-6646,2985,534
6483,-2687,-982
-1118,560,7065
788,-3177,-6400
-16654,-37384,-11140
-570,1890,-6828
-3333,-3101,5412
5944,-2895,2651
49,3511,-6308
-2174,-1667,-6534
2401,-2039,-6497
-16,6831,1982
2662,2355,-6116
7084,-747,-339
1350,-2055,6772
900,4513,-5493
5976,-3781,1411
95,-4131,-5969
-7277,4,-199
3201,5199,-3873
-2314,-747,-6684
-5139,-2078,-4636
-2076,-1410,-6860
-6706,-1605,-223
4055,411,-6087
-1630,-5218,4790
-5168,2528,3710
5385,802,-4833
-4973,-520,5074
-1420,-2906,-6421
2525,936,6587
-3133,6274,1406
2571,-1090,6690
-2170,-4618,5105
3800,-1087,6032
2895,-3970,5088
-2415,-15,6637
-2055,-1559,-6861
-1273,2605,-6494
-1836,-1947,6720
-1016,7033,-283
-7079,-631,53
-2784,5300,3998
-4249,-691,-5812
5029,3944,-3381
-1127,2399,-6701
-1615,-3232,6267
-1987,4832,4916
1793,1668,-6689
-1836,-269,6509
4764,-4620,-2524
5994,1566,3632
-3076,2604,-6070
-5087,2292,-4692
-2488,-14,6807
-2714,6757,-2685
-4000,2485,-5914
977,4910,-5640
4002,-1085,-5974
-6957,1441,-1660
-7231,206,-974
768,6965,-1020
3977,-4226,-4305
7203,-809,-736
-13450,6722,-3723
-1898,-6169,3048
1201,1168,7628
2413,2017,7150
-7258,-2965,-548
-348,2775,-6574
-6986,1228,-2188
1831,5084,-4677
2772,-6141,-2468
4882,549,-5633
-1012,6366,-3775
-2078,-928,7110
-412,-5633,4296
3080,-1839,-6119
-9831,18868,12647
2510,-1495,-7251
2243,-6159,-4317
7625,-1758,-734
4722,6154,-1392
4189,2123,-6294
-1993,839,7535
-6977,-3139,1037
2051,-1486,-7272
5123,-4813,3395
678,-7768,-895
1802,-6383,1969
-4740,-2348,-4956
-1249,-7152,-832
-6731,-2741,3109
-2308,-3775,-5690
-591,2440,6660
1006,6987,-869
6024,-3357,-1821
6583,-2826,-80
-2378,1681,-6647
-3440,5811,2998
-15044,38743,4625
-6727,735,3993
-6599,-1477,-2812
-1066,-1367,-6939
-2992,-5789,-2871
-5697,-1271,-4432
-153,4919,-5024
4183,-5840,574
-221,-5716,4401
-3692,2171,5912
1460,-5756,3881
2970,3904,5098
4849,-4589,2573
3833,6003,-323
-3555,-1488,7488
-1236,7783,668
4695,-1699,-5031
-2830,275,-6786
-3476,904,-6868
-6306,-3057,2035
1641,-1879,-6823
7130,-547,-630
2221,267,6939
-5629,2736,-3969
-33,3299,6285
-4878,1481,5585
-4349,4669,-4284
7120,87,1988
-4565,-1605,-6763
17706,-37137,-182
2163,-4063,6231
-1416,3191,-6282
-1900,-674,-7127
375,-2014,7127
3291,1106,6168
-1646,4355,-5951
12,-1422,-7315
2822,5587,4023
-2469,996,6937
2626,5876,-4012
-4828,1488,-4892
3161,-4715,4629
3777,-1111,6195
-1401,2274,-6874
-1814,2639,6515
6450,28,-3364
-1129,963,7194
1145,-5671,-4600
-6651,1068,3055
1116,605,7220
4596,4806,3152
-5082,-4510,-2296
3846,-3363,-4858
-3173,947,-6119
-1605,3323,-6458
-7156,407,2024
3201,-146,6699
-2729,6669,-1815
-5148,-1346,5155
-3719,1456,6336
-2566,3068,6472
2282,3999,6000
1391,1459,-7154
-6310,2243,3170
3822,-1844,6097
-2475,1048,6920
-1735,7142,765
-448,-5175,5655
-3792,-4329,-3666
2597,-1395,-6799
5911,-359,4539
-3717,4701,-4339
-5460,-3670,3030
-4604,5831,-409
5520,4864,-1540
-3190,-434,-6159
-870,-1434,-7155
-3715,4428,4438
5891,-1085,4407
-1984,1195,6911
4667,-5465,-1108
4954,547,-5379
-5357,-4713,-614
1982,-4225,5134
-7040,-3246,-2168
1358,287,-7014
-5350,1961,-4674
5349,-4747,323
858,3362,6475
5490,4593,1307
1381,-5873,-4050
312,-2086,7024
-4089,-4993,3718
-4405,-2375,5483
-6196,-2185,3434
5250,-5217,-593
6955,-1359,1814
808,1693,6885
277,-7192,-1801
306,2764,6833
4911,4708,2804
-516,1396,7134
1311,-622,7223
-5796,1392,4212
-3171,-708,6591
3241,-1679,6516
-1244,1138,-7229
6077,3894,1568
5692,792,4470
-6597,2387,1714
-6246,945,3923
-6186,2008,3468
5669,-4455,-1674
2490,-879,6680
862,-2950,6796
-646,-2882,6820
3659,121,-6474
-1283,113,7193
7195,-1571,20
-554,-2427,6985
2616,3360,5988
3375,32,6507
-6089,-463,8917
-3098,6009,-4920
-7499,-5659,-4790
-96,2215,7523
6321,1731,4322
4718,-3286,-4599
-2499,851,-6856
6753,-150,-1354
-2886,-759,-7241
-6213,495,3750
2510,-1635,-6618
-2320,-4530,-5437
-6132,2529,2975
4515,3507,4146
-2,-3345,6388
-3897,4988,3947
-3545,-6107,317
-5547,1927,3992
-621,5898,-4502
3709,3242,5500
6915,-1578,-1789
-47,-1239,-7183
-3060,425,-6776
5543,-3656,547
-1047,-2666,6870
-5859,-4485,-294
-6635,1772,2450
845,858,6800
2752,2252,6179
-13245,-21308,-5441
-6075,-380,-3601
-2673,-252,6736
-5273,-4343,-2441
2120,-5231,-4552
-6703,2733,523
-5712,-2529,3958
-1196,7209,-1400
3665,-707,-6243
2139,-396,7206
-2472,-5150,4447
1819,-6224,2319
-774,-1739,7798
-3768,89,-6980
4299,5107,3078
951,-3452,-6468
-1230,4086,-5932
4418,3022,-4665
2721,3963,-5710
6682,3237,445
-5293,-4578,-2552
-6843,1404,-2349
-225,4438,-5848
314,1755,-7238
1962,6363,-3264
6960,2731,112
-1894,1026,6812
-3048,-5070,3964
4445,4972,-4802
-894,1141,-7266
-1272,-1307,-7183
-5784,115,4690
64,6811,-2721
4062,-3500,5143
508,-7284,1384
-168,-7407,-495
345,-1241,7427
1800,5455,-4790
-5106,-5217,-1630
6243,-3887,-1021
-913,1312,-7267
-172,-1266,-7194
-1201,7197,1397
-2226,-432,-7059
740,-3763,-6259
4193,-2562,-5463
-7155,380,1344
483,1624,-7260
-1951,2714,6785
-5527,4244,-1736
5872,4491,1184
952,6991,-573
-3988,1252,7152
-2406,-4521,-6087
5005,6097,407
2178,-6532,4036
1369,2983,-7030
-820,7755,-1152
-68,3372,-6041
2470,-4798,6093
-3927,6030,262
3200,2969,-6085
1462,-4860,-5376
6964,309,-639
-4669,-1680,5259
4312,-4583,-2929
-3779,5763,2591
-6525,-1368,-3205
-1216,-5611,4595
3526,-2747,5561
-2987,-4111,-5197
2497,-672,-6785
2877,1183,6723
-3458,-4755,5859
12,-3208,6214
2679,-6652,-2015
5556,5073,-410
-3246,287,7057
4929,-1047,-6112
-4026,-1095,6115
1562,1225,7536
-3759,-6085,-1811
4950,2994,5224
-755,828,-6816
-2295,3980,5234
6620,2454,-2043
-66,-6079,-4470
1993,3671,6680
-884,-2981,-6769
480,6244,-3752
6186,3521,1853
-5002,2158,5020
-2967,3662,-5751
5528,3373,3177
-64,-7111,-2259
3278,-436,7001
-5630,4446,-55
1495,6866,-1213
-1820,-7039,2153
-7446,832,-1015
886,1041,7211
-1635,-7087,-1366
-1626,7660,-1283
3137,2926,-7137
732,5519,4846
5734,4806,912
-4195,6453,422
7075,2570,-1953
-1802,-1292,-7402
-1069,2381,-7463
-1195,-1885,7550
1225,2139,7465
-5996,-4947,-1185
-4031,6663,426
4540,168,-6271
-1461,-3185,7019
2425,1584,-7336
410,-2986,-6921
-5349,-3581,4278
2648,4873,4763
151,2034,7080
1179,1751,7046
-4501,-6218,-3482
-2041,-722,-7160
-4688,-1290,6509
-2671,1386,-6642
1442,5792,3689
4102,1801,5412
639,5962,3792
6791,-1710,2318
-838,7190,1556
6505,-3430,701
-4616,-1687,-5533
-1195,1524,6739
2307,206,7010
-4743,3218,-5233
1223,-6965,1686
1320,6774,-2119
-4030,5232,-4551
1571,2388,-6898
87,-3015,6955
-4126,-3069,-5207
4449,-4773,-3252
2456,4188,-5327
12,3614,-6244
31,856,7112
-2089,-6735,-1847
3198,1018,6622
-1095,6381,3138
-4692,1600,4945
-6225,-910,-3553
-4539,2743,4697
-2065,-6077,3161
-2430,3268,-6692
-1501,-747,7150
3690,1382,-6535
-5621,-15232,3500
-6558,-1852,4158
2454,7215,1791
6804,-234,-2508
1502,-3026,-6475
-1258,2889,6435
-7012,1376,1483
-1443,-2588,6490
-4403,-589,5695
-2919,-3093,-6470
-4713,4133,4642
-2329,701,-7502
4846,-4697,-4074
1468,6004,4837
1675,4918,5951
2026,1759,-7443
-3264,823,7134
3550,-639,7139
-989,571,-7068
1451,-1186,-6904
6062,1111,-3549
-6437,-1702,2948
-1981,-2672,6644
5479,3521,2855
2307,6768,644
3620,4678,-3986
-5544,4445,-2733
-6030,4518,-646
-2250,-4092,5462
856,2126,-6993
-631,3821,-6280
-2217,2484,-6705
1097,-808,-7188
-6954,1720,-2097
-3709,5632,-2411
-224,7483,-116
-2633,-1146,-6859
343,-1947,-6886
1734,-2262,-6574
2878,5915,3219
-6914,1648,-831
-1844,6334,-2959
5952,3184,-2897
-2640,-2633,7113
-1767,-1800,-6328
-850,823,-7137
-5642,1721,4155
1332,1931,7103
3576,6269,990
-2897,-5819,3288
621,-4651,5741
-4138,2064,-5510
-2216,-2713,-6475
4563,2092,6025
-6531,1643,-2216
1961,-6023,3852
-2376,-2095,-6471
2711,-3256,5737
-2781,409,6411
41,-1025,-7412
-2365,5588,-3973
3015,465,-6481
5809,3640,-2671
1893,-4075,-5823
1576,1144,6783
6110,5436,-1260
7235,-578,-636
-1149,2140,-6756
-2671,249,6698
3658,278,-6623
-2753,3014,-6358
-2831,662,6609
5987,829,3970
-4781,5599,731
437,-2567,6768
2776,-1890,-6638
-3208,-481,6890
-42,-7170,2702
-9649,4220,1386
-11517,-4289,5927
8898,10390,-3199
11237,1533,8783
15188,-23883,-17564
-9220,-25299,-10266
-4135,1576,-5839
-186,-5645,4689
-4768,-1844,5249
-645,2164,-6801
1910,1844,-6624
-6253,-3185,-733
134,-2808,6499
-8626,6194,-5688
-3722,3159,5365
-6108,1553,-3666
7272,-1815,-2354
1445,6168,-4440
-7316,-776,2512
190,-7839,718
6109,2111,4470
340,-6178,4846
5741,1028,5301
-2791,170,-7418
-2021,3465,6892
-4868,-2575,-4773
3985,5171,-2797
2737,-4854,4739
2221,-1009,6919
3411,-1762,6238
5474,-2040,4002
7362,-674,-289
-654,-6988,-729
6689,-2846,627
-3694,-265,6840
1054,823,7136
-3682,-2939,-5751
5081,-1531,-4695
1362,2746,6612
4707,-5218,-1106
1308,9570,-17939
2556,4161,-5544
3260,-6476,1291
-6703,-3045,67
-2525,7242,896
1366,-1934,-7340
-1381,2146,-6558
-5147,1283,4653
363,2682,-6558
621,2341,7437
6272,1395,-4489
1466,1581,-7023
-1566,-7449,2601
5163,-1329,4886
-6852,-2117,-1116
3224,5692,4147
5080,-3084,5031
4795,-4896,3670
5122,2956,5138
-4038,-3469,5713
-1933,1149,-7369
-7703,-386,-1443
442,4212,-6612
7885,650,70
1527,1829,-6778
6533,145,3015
-5728,-3319,-3161
-17351,36386,13795
3474,-759,6091
-5688,-4947,189
5693,-14460,-34283
-7320,-979,-1122
-318,4695,5806
6768,-2588,2724
-815,4776,-6040
5940,862,-3922
4394,5607,131
2441,-4658,-4470
1570,-4108,5749
-5922,860,4018
1759,-919,-6775
-12760,38211,12839
5696,-1250,-4279
-626,-3156,6520
-5285,3262,-4781
-4582,-1147,-6290
-609,7446,2441
-3869,-1054,-6686
-2052,-600,7460
205,3244,7010
-2214,2456,7058
2616,-1353,7256
5006,4537,4117
3745,-2240,-5927
1985,-3052,-6412
4571,-4717,3410
5687,2066,4053
-7130,-2813,-1168
7069,3872,563
912,5085,5365
-5198,2001,4637
283,2540,6870
1475,-639,-6999
-568,-4043,5933
19418,32052,-15786
-6625,3450,2378
1374,-4024,-6542
-1830,-3066,6943
-3349,-2571,-6543
-7216,-2392,1548
5689,-263,4626
-3658,1174,-6268
2038,2816,-6901
-2361,2243,6995
6695,240,4238
6067,-3070,-3890
4342,2527,5952
2422,-5188,5385
6633,1215,-3877
-3327,-187,-6998
1145,6355,4360
-3225,1269,6960
140,-2167,7461
-36,7501,2783
-3013,-4084,-5237
-3479,-4826,-4195
2255,27015,-35167
-2972,-1239,7190
7633,-677,1926
-4323,-4076,5099
2310,3456,-5829
-7071,735,583
-6143,-1488,-4509
6640,-3903,-1389
-736,7778,-505
5046,4463,4007
3542,207,6947
2672,-1196,-7300
2786,1157,-7255
-3461,-1379,6877
-2049,1404,7594
-3624,-427,-5924
-6524,-923,3148
-976,-1692,-7128
5451,4768,1327
5977,-2455,-4386
-2224,-5375,-5213
1382,4144,-6000
-802,8414,-1142
-1972,-6681,-5043
6057,-4669,2169
416,-1579,-7727
-104,-2220,-7536
425,-7882,-1490
-3224,6772,-2224
601,-7533,-2453
-1888,504,7673
646,-7670,282
-3494,1615,6941
-4011,-1349,6451
-1710,-17,7784
7672,1605,-1655
6048,4637,-2086
1315,-6087,5047
-4069,5589,3783
-2189,-860,7566
-758,-1995,-7594
5890,-5139,823
-169,2073,8116
-980,6461,-4314
6753,2144,4234
-3602,-1286,7095
3023,-791,7275
-1574,-587,7500
-1155,5200,-5983
2518,-897,-7234
5470,4021,-3888
2838,-1896,-7031
6551,2533,-3813
-6983,-2264,3097
-2968,8068,-1302
3849,-3190,-6146
5249,-4224,-4024
3273,2240,6872
-2716,-3717,-6450
1913,1042,7532
5964,4736,1373
-1263,1499,-8176
-4265,-5338,-4182
6761,1827,-3705
-487,3321,-7090
97,2075,7734
-7146,-1549,2870
-244,2639,7243
5531,5188,-719
-1462,-1064,-7665
7581,-1164,-1935
-7420,2390,1444
-6557,-4193,-1160
-275,1669,-7115
-879,3282,7108
6136,-4940,316
3738,-3335,-6094
-383,7242,-3069
-2722,-78,7066
1645,615,-7704
3095,-6803,-2553
2435,-1146,-7298
2925,3480,-6355
